"starsign";"chinese";"moon";"blood";"fingers_crossed";"success"
"Taurus";"Rat";"Waxing (+)";"A+";0;1
"Carpicorn";"Pig";"Waxing (+)";"A+";0;1
"Saggitarius";"Goat";"Waxing (+)";"0+";0;0
"Libra";"Ox";"Waxing (+)";"0+";0;1
"Virgo";"Goat";"Waning (-)";"A+";0;0
"Virgo";"Horse";"Waxing (+)";"0+";1;1
"Taurus";"Horse";"Waning (-)";"A+";0;0
"Libra";"Ox";"Waxing (+)";"0+";0;1
"Aquarius";"Dog";"Waning (-)";"A-";0;1
"Libra";"Horse";"Waxing (+)";"0+";0;0
"Leo";"Horse";"Waning (-)";"A+";0;0
"Carpicorn";"Dog";"Waxing (+)";"A+";1;0
"Taurus";"Tiger";"Waning (-)";"B+";0;0
"Scorpio";"Snake";"Waxing (+)";"A+";0;0
"Aries";"Rabbit";"Waning (-)";"A+";1;0
"Leo";"Horse";"Full (O)";"0+";1;1
"Aquarius";"Snake";"Full (O)";"0+";0;0
"Aquarius";"Snake";"Full (O)";"A+";0;1
"Pisces";"Goat";"Waning (-)";"A+";0;0
"Cancer";"Monkey";"Waxing (+)";"0+";0;1
"Scorpio";"Monkey";"Waning (-)";"0+";0;1
"Pisces";"Goat";"Waxing (+)";"A-";1;1
"Taurus";"Goat";"Waxing (+)";"0+";0;0
"Gemini";"Rooster";"Waning (-)";"AB+";0;1
"Leo";"Tiger";"Waning (-)";"AB-";0;0
"Aquarius";"Goat";"Full (O)";"B+";1;1
"Taurus";"Rooster";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Waxing (+)";"0+";0;0
"Leo";"Horse";"Waning (-)";"0+";0;0
"Pisces";"Snake";"Waning (-)";"0+";0;1
"Saggitarius";"Rabbit";"Full (O)";"B+";1;1
"Libra";"Pig";"Waxing (+)";"AB+";0;1
"Carpicorn";"Goat";"Waning (-)";"0+";0;1
"Aquarius";"Monkey";"Waxing (+)";"A+";0;1
"Scorpio";"Tiger";"Waxing (+)";"0+";0;1
"Taurus";"Snake";"Waning (-)";"0+";0;1
"Taurus";"Rabbit";"Waning (-)";"B+";0;0
"Carpicorn";"Rat";"Full (O)";"A+";1;0
"Carpicorn";"Horse";"Full (O)";"A+";1;0
"Libra";"Dog";"Waxing (+)";"0-";0;1
"Cancer";"Rabbit";"Full (O)";"A+";1;0
"Carpicorn";"Pig";"Waning (-)";"A+";0;1
"Taurus";"Monkey";"Waning (-)";"0-";0;1
"Scorpio";"Rabbit";"Full (O)";"B+";0;0
"Taurus";"Pig";"Waning (-)";"A-";0;1
"Pisces";"Monkey";"Waxing (+)";"A+";0;0
"Aquarius";"Ox";"Waxing (+)";"B+";0;1
"Libra";"Rooster";"Waning (-)";"0+";0;0
"Saggitarius";"Horse";"Waxing (+)";"B+";0;0
"Aquarius";"Goat";"Waxing (+)";"A-";0;0
"Cancer";"Ox";"New ( )";"A+";0;1
"Libra";"Monkey";"Waxing (+)";"A+";1;0
"Taurus";"Dog";"Waning (-)";"0+";0;1
"Carpicorn";"Tiger";"Waning (-)";"0+";0;0
"Carpicorn";"Ox";"Waning (-)";"A+";0;1
"Gemini";"Goat";"Waning (-)";"0+";1;1
"Carpicorn";"Pig";"Waning (-)";"0+";0;1
"Carpicorn";"Rooster";"Waxing (+)";"A+";1;1
"Libra";"Horse";"New ( )";"0-";0;1
"Virgo";"Snake";"Waning (-)";"0+";1;0
"Cancer";"Monkey";"Waning (-)";"0+";1;0
"Saggitarius";"Monkey";"Waning (-)";"A-";0;1
"Taurus";"Dragon";"New ( )";"B+";1;0
"Cancer";"Rabbit";"Waxing (+)";"0-";0;1
"Leo";"Dog";"New ( )";"0+";0;1
"Carpicorn";"Ox";"Full (O)";"A-";0;1
"Virgo";"Rooster";"Waning (-)";"A+";0;0
"Aries";"Rabbit";"Waxing (+)";"0+";0;0
"Cancer";"Pig";"Waxing (+)";"A+";0;1
"Aries";"Dragon";"Full (O)";"A-";0;1
"Gemini";"Rooster";"Waning (-)";"AB-";0;1
"Pisces";"Monkey";"Full (O)";"B+";1;1
"Pisces";"Rat";"Waning (-)";"A+";0;0
"Leo";"Rabbit";"Waxing (+)";"A-";0;1
"Leo";"Goat";"New ( )";"0+";0;0
"Saggitarius";"Rat";"Waning (-)";"0-";0;1
"Saggitarius";"Dog";"Waning (-)";"0+";0;0
"Libra";"Horse";"Waxing (+)";"0+";0;1
"Saggitarius";"Dragon";"Waning (-)";"A+";0;1
"Taurus";"Pig";"Full (O)";"A+";0;0
"Carpicorn";"Rat";"Waning (-)";"0+";0;0
"Virgo";"Monkey";"Waning (-)";"A+";0;1
"Leo";"Snake";"Waning (-)";"A+";0;0
"Virgo";"Rooster";"Waning (-)";"A+";0;0
"Carpicorn";"Rat";"Waxing (+)";"AB+";0;0
"Libra";"Horse";"Waxing (+)";"0+";1;0
"Scorpio";"Monkey";"Waxing (+)";"B+";0;0
"Leo";"Dog";"Full (O)";"A+";0;1
"Pisces";"Pig";"Waning (-)";"A+";0;0
"Carpicorn";"Ox";"Waning (-)";"B-";1;0
"Scorpio";"Dragon";"Waning (-)";"B+";0;1
"Aries";"Snake";"Full (O)";"A+";0;1
"Cancer";"Dragon";"Waxing (+)";"0+";1;0
"Pisces";"Rooster";"Waxing (+)";"0+";0;1
"Aries";"Horse";"New ( )";"0+";1;1
"Carpicorn";"Goat";"Waning (-)";"A+";1;0
"Virgo";"Ox";"Waxing (+)";"0+";0;0
"Scorpio";"Snake";"Waxing (+)";"0+";0;1
"Scorpio";"Goat";"Full (O)";"B+";1;1
"Scorpio";"Rabbit";"Waxing (+)";"0+";0;0
"Aries";"Monkey";"Waxing (+)";"A+";0;1
"Pisces";"Ox";"Waxing (+)";"0+";1;0
"Saggitarius";"Monkey";"Waning (-)";"A+";0;0
"Pisces";"Monkey";"Waning (-)";"B+";0;1
"Aquarius";"Ox";"Waxing (+)";"B-";0;0
"Leo";"Rabbit";"Waxing (+)";"A+";0;1
"Taurus";"Pig";"Waning (-)";"A+";0;0
"Aquarius";"Tiger";"Waning (-)";"AB+";1;0
"Gemini";"Goat";"Waxing (+)";"A+";0;0
"Gemini";"Rat";"Waning (-)";"A+";0;0
"Gemini";"Pig";"Waxing (+)";"A+";0;1
"Gemini";"Rabbit";"Waxing (+)";"B+";0;0
"Saggitarius";"Dragon";"Waning (-)";"A-";0;1
"Aries";"Snake";"Waxing (+)";"A+";0;0
"Carpicorn";"Tiger";"Full (O)";"A+";0;1
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;1
"Taurus";"Tiger";"New ( )";"AB+";1;1
"Scorpio";"Rat";"Waxing (+)";"0+";0;0
"Aquarius";"Snake";"Waxing (+)";"0+";1;0
"Pisces";"Monkey";"Full (O)";"A+";0;0
"Aries";"Tiger";"Waning (-)";"0-";0;1
"Libra";"Dragon";"Waxing (+)";"0+";0;0
"Pisces";"Dog";"Full (O)";"0+";0;0
"Cancer";"Pig";"Full (O)";"A+";1;1
"Cancer";"Goat";"New ( )";"0+";0;1
"Scorpio";"Goat";"Waxing (+)";"0+";0;1
"Gemini";"Monkey";"Waxing (+)";"AB+";0;1
"Taurus";"Tiger";"Waxing (+)";"A+";0;0
"Leo";"Tiger";"Waxing (+)";"A+";0;1
"Leo";"Snake";"Waning (-)";"A+";0;0
"Aries";"Tiger";"Full (O)";"A+";1;0
"Libra";"Rooster";"Waning (-)";"0+";0;0
"Libra";"Rooster";"Waxing (+)";"0-";0;1
"Taurus";"Dog";"Waxing (+)";"A+";0;1
"Virgo";"Horse";"Waxing (+)";"0+";0;1
"Scorpio";"Monkey";"Waxing (+)";"0-";0;0
"Pisces";"Rabbit";"Waning (-)";"A+";0;1
"Cancer";"Rooster";"New ( )";"B+";0;1
"Aries";"Rabbit";"Waxing (+)";"0+";0;0
"Pisces";"Pig";"Waxing (+)";"A-";1;1
"Cancer";"Snake";"Waning (-)";"0+";1;1
"Virgo";"Rooster";"Waning (-)";"A+";0;0
"Saggitarius";"Goat";"Waning (-)";"0+";0;1
"Gemini";"Monkey";"Waxing (+)";"A+";0;1
"Leo";"Monkey";"Waxing (+)";"A-";0;1
"Saggitarius";"Monkey";"Waxing (+)";"0+";1;1
"Gemini";"Rat";"Waxing (+)";"0+";0;0
"Libra";"Tiger";"Waning (-)";"AB-";1;0
"Pisces";"Rabbit";"Full (O)";"0-";1;1
"Scorpio";"Dragon";"Waxing (+)";"0+";0;0
"Virgo";"Ox";"Waning (-)";"0+";0;0
"Saggitarius";"Goat";"Waxing (+)";"0+";0;1
"Carpicorn";"Rabbit";"Waning (-)";"0-";0;0
"Virgo";"Dragon";"Waning (-)";"B+";0;1
"Gemini";"Horse";"Waning (-)";"A+";0;0
"Virgo";"Dog";"Waxing (+)";"A+";0;1
"Saggitarius";"Ox";"Waxing (+)";"A+";0;0
"Carpicorn";"Dog";"Waning (-)";"A+";0;0
"Taurus";"Rabbit";"New ( )";"AB+";0;0
"Aries";"Pig";"Waning (-)";"AB+";0;0
"Gemini";"Horse";"Waning (-)";"B+";0;1
"Taurus";"Pig";"Waxing (+)";"A+";0;0
"Pisces";"Pig";"Full (O)";"A-";0;1
"Libra";"Rabbit";"Full (O)";"A-";0;1
"Leo";"Rabbit";"Waxing (+)";"A+";1;1
"Pisces";"Tiger";"Waxing (+)";"A+";0;0
"Libra";"Pig";"Waning (-)";"0+";0;0
"Gemini";"Ox";"Waxing (+)";"0+";0;1
"Gemini";"Horse";"Waning (-)";"0-";1;1
"Pisces";"Monkey";"Waxing (+)";"B+";0;0
"Taurus";"Rabbit";"Waxing (+)";"0+";1;1
"Virgo";"Tiger";"Full (O)";"B+";0;0
"Virgo";"Rabbit";"Waning (-)";"A+";0;1
"Aquarius";"Ox";"Full (O)";"0+";0;1
"Carpicorn";"Dog";"Waning (-)";"B+";1;0
"Aries";"Rat";"Waning (-)";"0+";0;1
"Gemini";"Goat";"Full (O)";"0+";0;0
"Aquarius";"Horse";"Waning (-)";"B+";1;1
"Scorpio";"Pig";"Waning (-)";"0+";0;0
"Pisces";"Rat";"Waning (-)";"A+";0;1
"Aries";"Dog";"Full (O)";"A-";1;1
"Taurus";"Goat";"Waxing (+)";"AB-";1;1
"Virgo";"Dragon";"Waning (-)";"A+";1;1
"Gemini";"Goat";"New ( )";"A+";0;0
"Libra";"Dragon";"Waning (-)";"A+";0;1
"Carpicorn";"Tiger";"New ( )";"0+";0;0
"Libra";"Pig";"Waning (-)";"A+";0;0
"Cancer";"Pig";"Waning (-)";"B+";0;1
"Scorpio";"Tiger";"Waxing (+)";"0+";0;1
"Leo";"Monkey";"Waxing (+)";"B+";0;1
"Carpicorn";"Tiger";"Waning (-)";"A+";0;1
"Aries";"Dog";"Waning (-)";"0+";0;0
"Leo";"Rabbit";"Waxing (+)";"0+";1;1
"Scorpio";"Rooster";"Waning (-)";"0+";1;1
"Aquarius";"Rooster";"Waning (-)";"A+";0;1
"Scorpio";"Pig";"Waning (-)";"0+";0;0
"Cancer";"Rooster";"Waning (-)";"A+";0;1
"Virgo";"Monkey";"Full (O)";"A+";0;1
"Scorpio";"Ox";"Full (O)";"A+";0;1
"Taurus";"Tiger";"Full (O)";"A+";0;1
"Aquarius";"Goat";"Waning (-)";"A+";0;0
"Taurus";"Goat";"Waning (-)";"A+";0;1
"Gemini";"Snake";"Full (O)";"0-";0;1
"Virgo";"Rabbit";"Waning (-)";"0+";0;0
"Saggitarius";"Ox";"Waning (-)";"A+";0;0
"Saggitarius";"Horse";"Waxing (+)";"0+";0;0
"Saggitarius";"Dog";"Waning (-)";"0+";0;1
"Gemini";"Rabbit";"Waning (-)";"AB+";0;0
"Libra";"Dog";"Waxing (+)";"0+";0;0
"Taurus";"Ox";"Waning (-)";"0+";1;1
"Leo";"Rabbit";"Waning (-)";"0-";0;0
"Pisces";"Tiger";"Waning (-)";"A-";0;1
"Cancer";"Ox";"New ( )";"AB+";0;0
"Carpicorn";"Rat";"Waning (-)";"A+";1;0
"Pisces";"Horse";"Full (O)";"0-";0;0
"Carpicorn";"Rooster";"Waning (-)";"A+";0;0
"Gemini";"Rat";"Waning (-)";"0+";0;0
"Aquarius";"Snake";"New ( )";"B+";0;1
"Carpicorn";"Dragon";"Waning (-)";"0+";1;1
"Carpicorn";"Dragon";"Waxing (+)";"A+";0;0
"Libra";"Dragon";"Waning (-)";"A-";0;0
"Gemini";"Goat";"Waxing (+)";"0+";1;0
"Gemini";"Ox";"Waning (-)";"0+";0;0
"Pisces";"Tiger";"Waxing (+)";"A+";0;1
"Cancer";"Pig";"Waning (-)";"A+";0;1
"Gemini";"Horse";"New ( )";"A+";0;1
"Cancer";"Rat";"Waning (-)";"A+";1;1
"Leo";"Goat";"Waxing (+)";"A+";1;1
"Carpicorn";"Monkey";"Waning (-)";"A+";0;1
"Saggitarius";"Rooster";"Waning (-)";"A+";1;1
"Virgo";"Ox";"Waning (-)";"A+";0;1
"Saggitarius";"Dog";"Waning (-)";"A+";1;1
"Pisces";"Snake";"Waxing (+)";"A-";0;0
"Carpicorn";"Snake";"Full (O)";"A+";0;0
"Libra";"Dog";"Waxing (+)";"0+";0;0
"Aquarius";"Goat";"Waxing (+)";"A+";0;1
"Leo";"Rat";"Full (O)";"A-";1;0
"Cancer";"Rooster";"Waning (-)";"0+";0;0
"Leo";"Ox";"Waxing (+)";"A+";0;1
"Gemini";"Horse";"Waxing (+)";"0+";0;0
"Cancer";"Goat";"Waning (-)";"A+";0;1
"Gemini";"Snake";"Full (O)";"A+";0;0
"Libra";"Rooster";"Waning (-)";"0+";0;0
"Carpicorn";"Horse";"Waxing (+)";"0+";1;1
"Cancer";"Goat";"Waxing (+)";"0+";0;1
"Leo";"Rabbit";"Waning (-)";"0+";0;1
"Libra";"Monkey";"Waning (-)";"0+";0;1
"Saggitarius";"Goat";"Waxing (+)";"A+";0;1
"Saggitarius";"Snake";"Waxing (+)";"0-";1;0
"Pisces";"Pig";"Waxing (+)";"0+";0;0
"Taurus";"Goat";"Waxing (+)";"A+";1;0
"Leo";"Goat";"Waxing (+)";"0+";0;1
"Leo";"Monkey";"Waxing (+)";"B-";0;0
"Aquarius";"Goat";"New ( )";"A+";0;0
"Saggitarius";"Goat";"Waxing (+)";"0+";0;1
"Leo";"Rabbit";"Waxing (+)";"0+";0;0
"Libra";"Pig";"Waning (-)";"B+";0;1
"Carpicorn";"Horse";"Waxing (+)";"B+";0;1
"Gemini";"Horse";"Waning (-)";"B+";0;0
"Scorpio";"Rabbit";"Waxing (+)";"B+";0;0
"Saggitarius";"Monkey";"Waxing (+)";"A+";0;0
"Cancer";"Monkey";"Full (O)";"B-";0;1
"Libra";"Rat";"Waning (-)";"A+";1;0
"Aquarius";"Pig";"Waxing (+)";"B+";0;0
"Pisces";"Rat";"Waxing (+)";"0+";0;0
"Aquarius";"Snake";"Waxing (+)";"B+";0;0
"Saggitarius";"Snake";"Waning (-)";"0+";0;0
"Cancer";"Dragon";"Waning (-)";"A+";0;1
"Cancer";"Horse";"Waning (-)";"A+";0;0
"Scorpio";"Snake";"Waxing (+)";"0+";0;0
"Aquarius";"Ox";"Waxing (+)";"0-";0;1
"Aries";"Pig";"Waning (-)";"0+";0;0
"Virgo";"Snake";"Waxing (+)";"AB+";0;1
"Cancer";"Horse";"Full (O)";"A+";0;1
"Carpicorn";"Goat";"Waxing (+)";"A+";0;0
"Libra";"Ox";"New ( )";"0+";0;0
"Aries";"Rooster";"Waning (-)";"A+";0;0
"Aries";"Dragon";"Full (O)";"A+";1;0
"Virgo";"Rooster";"Waxing (+)";"0-";0;0
"Gemini";"Rooster";"Waning (-)";"0-";0;0
"Aquarius";"Snake";"New ( )";"B-";1;0
"Aries";"Rooster";"Full (O)";"A+";1;0
"Taurus";"Pig";"Waning (-)";"A-";1;0
"Leo";"Dragon";"Waning (-)";"0-";0;0
"Taurus";"Horse";"Waxing (+)";"0+";0;0
"Leo";"Ox";"Waxing (+)";"A+";1;0
"Taurus";"Rooster";"Waxing (+)";"A+";0;1
"Libra";"Horse";"Waning (-)";"B+";0;1
"Scorpio";"Tiger";"Waxing (+)";"A+";0;0
"Pisces";"Pig";"Waning (-)";"A+";0;0
"Taurus";"Snake";"Waxing (+)";"0+";0;0
"Aries";"Rat";"New ( )";"B-";0;0
"Taurus";"Monkey";"Waning (-)";"B+";1;1
"Carpicorn";"Rat";"New ( )";"B+";0;0
"Aries";"Tiger";"Waxing (+)";"0+";0;0
"Carpicorn";"Rooster";"Waning (-)";"0-";1;0
"Saggitarius";"Rabbit";"Full (O)";"0+";0;1
"Gemini";"Rabbit";"New ( )";"A+";0;1
"Saggitarius";"Dog";"Full (O)";"B+";0;0
"Scorpio";"Horse";"Waning (-)";"A+";0;0
"Libra";"Dog";"Waning (-)";"0-";0;1
"Taurus";"Ox";"Waxing (+)";"0+";1;1
"Pisces";"Snake";"Waning (-)";"A+";0;0
"Virgo";"Rabbit";"New ( )";"A-";0;0
"Virgo";"Snake";"Waxing (+)";"AB+";0;1
"Aries";"Ox";"New ( )";"A+";0;0
"Aquarius";"Ox";"Full (O)";"0+";0;1
"Libra";"Ox";"Waning (-)";"A-";0;1
"Scorpio";"Horse";"Waning (-)";"A-";0;0
"Libra";"Pig";"Waxing (+)";"0+";0;0
"Leo";"Dragon";"Waning (-)";"0+";0;1
"Scorpio";"Ox";"Waning (-)";"AB+";0;0
"Cancer";"Goat";"Waxing (+)";"0+";1;0
"Libra";"Dragon";"Waxing (+)";"A+";0;1
"Taurus";"Rooster";"Waning (-)";"0-";1;1
"Scorpio";"Dog";"Full (O)";"0+";0;1
"Libra";"Horse";"Waxing (+)";"A+";1;0
"Taurus";"Monkey";"Waxing (+)";"A-";0;0
"Taurus";"Pig";"Waning (-)";"B+";0;0
"Leo";"Rooster";"Waning (-)";"B-";1;0
"Leo";"Rat";"Waxing (+)";"A+";0;0
"Virgo";"Snake";"Waning (-)";"B+";0;1
"Gemini";"Snake";"Waxing (+)";"A+";1;1
"Carpicorn";"Horse";"Waxing (+)";"B+";0;1
"Scorpio";"Horse";"Waning (-)";"A+";0;0
"Scorpio";"Tiger";"New ( )";"A+";0;0
"Pisces";"Dog";"New ( )";"0+";1;1
"Cancer";"Horse";"Waning (-)";"0+";0;1
"Pisces";"Snake";"New ( )";"A+";0;0
"Aquarius";"Dog";"Waning (-)";"0+";0;0
"Cancer";"Monkey";"New ( )";"A+";0;1
"Pisces";"Goat";"New ( )";"B+";0;0
"Taurus";"Goat";"Waxing (+)";"0+";1;0
"Gemini";"Rat";"Waxing (+)";"A+";0;1
"Libra";"Dog";"Waxing (+)";"B+";0;0
"Scorpio";"Snake";"Waxing (+)";"A+";1;0
"Gemini";"Horse";"Waxing (+)";"A+";1;0
"Cancer";"Rooster";"Waxing (+)";"A+";0;0
"Leo";"Tiger";"Waxing (+)";"A+";0;1
"Leo";"Tiger";"Waxing (+)";"A+";1;0
"Saggitarius";"Pig";"Waxing (+)";"B+";0;0
"Saggitarius";"Rabbit";"Waxing (+)";"0+";1;1
"Libra";"Dog";"Waning (-)";"A+";0;1
"Aquarius";"Ox";"Waning (-)";"A+";0;1
"Aries";"Horse";"Waning (-)";"0+";1;0
"Saggitarius";"Dog";"Waning (-)";"A+";0;1
"Scorpio";"Rabbit";"New ( )";"A+";0;1
"Leo";"Ox";"Full (O)";"0+";1;1
"Pisces";"Snake";"Waxing (+)";"0+";0;0
"Pisces";"Tiger";"Waxing (+)";"A+";1;1
"Gemini";"Horse";"New ( )";"0+";1;0
"Pisces";"Snake";"Waning (-)";"A+";0;0
"Virgo";"Ox";"Waning (-)";"A+";0;1
"Gemini";"Ox";"Waxing (+)";"0+";0;0
"Aquarius";"Dragon";"New ( )";"A-";0;1
"Saggitarius";"Snake";"Waxing (+)";"A+";1;0
"Aquarius";"Snake";"Waning (-)";"0-";1;1
"Gemini";"Ox";"Waning (-)";"0+";0;0
"Gemini";"Rabbit";"Waxing (+)";"A+";0;1
"Aries";"Rat";"Waxing (+)";"0+";0;1
"Leo";"Horse";"Full (O)";"0+";0;1
"Saggitarius";"Horse";"New ( )";"A+";0;1
"Libra";"Monkey";"Waning (-)";"B+";0;0
"Pisces";"Goat";"Full (O)";"A+";1;0
"Libra";"Pig";"New ( )";"A+";0;0
"Saggitarius";"Pig";"Full (O)";"0-";0;0
"Leo";"Rabbit";"New ( )";"A+";0;1
"Libra";"Dragon";"Waning (-)";"A+";1;0
"Gemini";"Tiger";"Waxing (+)";"B-";0;1
"Aquarius";"Rooster";"Full (O)";"A+";0;0
"Aries";"Rabbit";"Waxing (+)";"A+";1;0
"Gemini";"Goat";"Waxing (+)";"0-";0;0
"Aquarius";"Monkey";"Waxing (+)";"A+";0;1
"Taurus";"Monkey";"Waxing (+)";"0+";0;0
"Pisces";"Monkey";"New ( )";"A+";0;0
"Leo";"Ox";"Waxing (+)";"AB+";0;1
"Scorpio";"Tiger";"Full (O)";"0+";0;0
"Saggitarius";"Pig";"Waning (-)";"B+";0;0
"Pisces";"Tiger";"Waxing (+)";"A+";0;1
"Virgo";"Dog";"Waxing (+)";"A+";0;1
"Saggitarius";"Dog";"Full (O)";"0+";1;0
"Leo";"Rat";"Waning (-)";"A+";0;1
"Libra";"Pig";"Waning (-)";"A+";0;0
"Aquarius";"Horse";"Waning (-)";"B+";1;0
"Cancer";"Dog";"Waxing (+)";"0+";0;0
"Leo";"Monkey";"Waning (-)";"0-";1;1
"Gemini";"Rooster";"Waxing (+)";"0+";0;0
"Pisces";"Goat";"Waning (-)";"0+";0;1
"Saggitarius";"Rabbit";"Waning (-)";"0+";0;0
"Cancer";"Rat";"Full (O)";"A+";0;1
"Pisces";"Rat";"Waning (-)";"A-";0;1
"Virgo";"Ox";"Waxing (+)";"A+";0;1
"Virgo";"Rat";"Waning (-)";"0-";0;0
"Cancer";"Rabbit";"Waning (-)";"0+";0;0
"Cancer";"Dragon";"Waxing (+)";"0+";0;1
"Virgo";"Horse";"Waxing (+)";"0+";0;1
"Aquarius";"Goat";"Waxing (+)";"A+";0;0
"Gemini";"Ox";"Waning (-)";"0-";0;1
"Gemini";"Dragon";"Waxing (+)";"A+";1;0
"Carpicorn";"Horse";"Waxing (+)";"A+";0;0
"Libra";"Snake";"Waxing (+)";"AB+";1;1
"Pisces";"Goat";"Waxing (+)";"AB+";0;0
"Libra";"Dog";"Waning (-)";"0+";0;0
"Saggitarius";"Dog";"Waxing (+)";"A+";0;0
"Aquarius";"Rabbit";"Waning (-)";"A+";0;1
"Aries";"Pig";"Waxing (+)";"A+";0;1
"Taurus";"Dragon";"Waxing (+)";"0+";0;0
"Taurus";"Ox";"New ( )";"A+";0;0
"Carpicorn";"Ox";"Waxing (+)";"B+";0;0
"Cancer";"Rat";"Waning (-)";"0+";0;1
"Gemini";"Dog";"Waning (-)";"0+";0;0
"Carpicorn";"Dragon";"Waning (-)";"0+";0;1
"Virgo";"Snake";"Waxing (+)";"A+";1;1
"Carpicorn";"Pig";"New ( )";"A+";0;1
"Scorpio";"Ox";"Waxing (+)";"0-";0;0
"Saggitarius";"Rabbit";"Waning (-)";"A+";0;0
"Libra";"Rat";"Waning (-)";"0+";0;1
"Aries";"Rooster";"Waxing (+)";"A-";0;0
"Libra";"Dog";"Waxing (+)";"B-";0;1
"Aries";"Snake";"New ( )";"0+";0;0
"Gemini";"Ox";"Waning (-)";"0+";1;0
"Taurus";"Monkey";"New ( )";"B+";1;1
"Saggitarius";"Dragon";"Waxing (+)";"0+";0;1
"Virgo";"Dragon";"Waxing (+)";"A+";0;1
"Saggitarius";"Monkey";"Waxing (+)";"0+";0;1
"Taurus";"Snake";"Waxing (+)";"AB+";0;1
"Leo";"Dragon";"Waxing (+)";"0+";0;1
"Gemini";"Pig";"Full (O)";"0+";0;0
"Carpicorn";"Goat";"Waxing (+)";"B+";1;0
"Saggitarius";"Horse";"Waxing (+)";"0+";0;0
"Aries";"Rat";"Waning (-)";"0+";0;0
"Saggitarius";"Snake";"Waning (-)";"A+";0;1
"Saggitarius";"Tiger";"Waning (-)";"A+";0;0
"Cancer";"Snake";"Full (O)";"A-";0;1
"Aquarius";"Rooster";"Waning (-)";"0+";0;1
"Saggitarius";"Monkey";"Waning (-)";"A+";0;1
"Carpicorn";"Rat";"Waxing (+)";"0+";1;1
"Cancer";"Tiger";"Waning (-)";"A+";1;1
"Aquarius";"Ox";"Waning (-)";"A+";0;1
"Saggitarius";"Pig";"Full (O)";"0+";0;0
"Carpicorn";"Monkey";"Waning (-)";"0+";0;1
"Scorpio";"Snake";"Waxing (+)";"0+";0;0
"Virgo";"Horse";"Waxing (+)";"A+";0;0
"Virgo";"Snake";"Waning (-)";"0+";0;0
"Saggitarius";"Horse";"Waxing (+)";"0+";0;1
"Cancer";"Snake";"Waning (-)";"0+";1;1
"Aquarius";"Tiger";"Waning (-)";"A-";0;1
"Leo";"Tiger";"Waxing (+)";"AB-";0;0
"Cancer";"Dragon";"Waxing (+)";"A+";0;0
"Carpicorn";"Dog";"Waxing (+)";"B+";0;0
"Saggitarius";"Rabbit";"Waning (-)";"A+";0;0
"Leo";"Rabbit";"Waning (-)";"0+";0;0
"Pisces";"Rat";"Waning (-)";"B+";0;0
"Virgo";"Pig";"Waxing (+)";"0+";0;1
"Leo";"Goat";"Waning (-)";"A+";0;0
"Gemini";"Tiger";"Waxing (+)";"AB+";1;1
"Libra";"Ox";"Waning (-)";"0+";0;0
"Leo";"Ox";"Waxing (+)";"A+";0;1
"Libra";"Ox";"Full (O)";"A-";0;0
"Libra";"Snake";"New ( )";"A+";0;1
"Pisces";"Rooster";"Waxing (+)";"A+";1;1
"Cancer";"Snake";"Waning (-)";"B+";0;1
"Cancer";"Horse";"Waning (-)";"B-";0;0
"Virgo";"Horse";"Waxing (+)";"A+";0;0
"Scorpio";"Pig";"Waxing (+)";"0+";0;0
"Gemini";"Horse";"Full (O)";"0+";1;0
"Virgo";"Goat";"Waning (-)";"0+";0;0
"Aquarius";"Ox";"New ( )";"0+";0;0
"Leo";"Dragon";"Waning (-)";"A+";0;1
"Aries";"Rat";"Full (O)";"A+";0;1
"Aries";"Ox";"Waxing (+)";"0+";0;0
"Virgo";"Dragon";"Full (O)";"A+";0;0
"Saggitarius";"Goat";"Waning (-)";"0+";0;0
"Carpicorn";"Dog";"Waning (-)";"0+";0;1
"Pisces";"Dog";"Waning (-)";"B+";0;0
"Aries";"Dog";"Waxing (+)";"B-";0;1
"Carpicorn";"Tiger";"Waxing (+)";"0+";0;1
"Virgo";"Tiger";"New ( )";"A+";0;0
"Aquarius";"Horse";"Waxing (+)";"0+";1;1
"Virgo";"Horse";"Waxing (+)";"AB+";0;1
"Aries";"Rabbit";"Waxing (+)";"A+";1;1
"Carpicorn";"Rooster";"New ( )";"0+";1;1
"Scorpio";"Goat";"Waning (-)";"B+";0;1
"Cancer";"Monkey";"Full (O)";"A+";0;0
"Aquarius";"Rat";"Full (O)";"0+";0;1
"Libra";"Tiger";"Waning (-)";"0-";0;0
"Pisces";"Ox";"Waxing (+)";"0+";0;0
"Leo";"Tiger";"Waxing (+)";"A+";0;0
"Pisces";"Rooster";"Waning (-)";"B+";0;1
"Gemini";"Rooster";"Waxing (+)";"A+";0;0
"Aries";"Goat";"Waxing (+)";"A+";0;0
"Saggitarius";"Goat";"Waning (-)";"0+";0;0
"Saggitarius";"Monkey";"Waning (-)";"0+";0;0
"Libra";"Dog";"Waxing (+)";"0-";0;1
"Scorpio";"Monkey";"Waning (-)";"0+";0;1
"Aries";"Dog";"Waning (-)";"A+";0;1
"Saggitarius";"Pig";"Waning (-)";"A-";0;0
"Taurus";"Snake";"Waxing (+)";"AB+";0;0
"Pisces";"Goat";"New ( )";"A-";0;1
"Carpicorn";"Rooster";"Full (O)";"A+";0;0
